appid,displayName,WhyExcluded
51f81489-12ee-4a9e-aaae-a2591f45987d,XrmToolBox,Microsoft
5225545c-3ebd-400f-b668-c8d78550d776,Office Agent Service,Microsoft
5443ef98-eb7c-4354-8367-f35dffe3cba7,DeflectionPreProd,Microsoft
546068c3-99b1-4890-8e93-c8aeadcfe56a,Common Data Service - Azure Data Lake Storage,Microsoft
546068c3-99b1-4890-8e93-c8aeadcfe56a,Common Data Service Managed Data Lake Service,Microsoft
546c016b-1ee7-4e0b-b68b-ea8d0f43a239,PRTG Statusmonitor,Microsoft
55441455-2f54-42b5-bc99-93e21cd4ae28,Office Enterprise Protection Service,Microsoft
557c67cf-c916-4293-8373-d584996f60ae,Configuration Manager Microservice,Microsoft
55bdc56c-2b15-4538-aa37-d0c008c8c430,IC3 Gateway TestClone,Microsoft
562db366-1b96-45d2-aa4a-f2148cef2240,Diagnostic Services Trusted Storage Access,Microsoft
56823b05-67d8-413a-b6ab-ad19d7710cf2,CAS API Security RP,Microsoft
56c1da01-2129-48f7-9355-af6d59d42766,Graph Connector Service,Microsoft
57084ef3-d413-4087-a28f-f6f3b1ad7786,Branch Connect Web Service,Microsoft
57336123-6e14-4acc-8dcf-287b6088aa28,Microsoft Whiteboard Client,Microsoft
579d9c9d-4c83-4efc-8124-7eba65ed3356,Azure Compute,Microsoft
57e3b30c-4cc6-4731-bb73-d3d2fdf8e6e4,NoSpamProxy User Import,Microsoft
57fb890c-0dab-4253-a5e0-7188c88b2bb4,SharePoint Online Client,Microsoft
57fcbcfa-7cee-4eb1-8b25-12d2030b4ee0,Microsoft Flow,Microsoft
585738fa-4b8c-4f90-b926-7eab8c498c69,PowerAppsCustomerManagementPlaneBackend,Microsoft
5861f7fb-5582-4c1a-83c0-fc5ffdb531a6,Azure RBAC Data Plane,Microsoft
589d5083-6f11-4d30-a62a-a4b316a14abf,Azure Key Vault Managed HSM,Microsoft
58acb57d-f51b-4993-8f4a-4e41ad77e481,high.create.powerapps.us,Microsoft
58c746b0-a0b0-4647-a8f6-12dde5981638,Azure AD Identity Governance Insights,Microsoft
58ea322b-940c-4d98-affb-345ec4cccb92,M365 Pillar Diagnostics Service,Microsoft
58ef1dbd-684c-47d6-8ffc-61ea7a197b95,AzNS EventHub Action,Microsoft
595d87a1-277b-4c0a-aa7f-44f8a068eafc,Microsoft.SupportTicketSubmission,Microsoft
59d7fccf-1f97-4a79-bb78-e722112f9862,Dynamics 365 Sales,Microsoft
5a24b264-c8f3-474d-92f6-a998cca942c1,Dynamics 365 for Marketing,Microsoft
5a4a238f-f186-4fff-95bd-d3e70f9e1a08,Privacy Management,Microsoft
5a807f24-c9de-44ee-a3a7-329e88a00ffc,Messaging Bot API Application,Microsoft
5a8800f2-f31d-4654-9bed-f5b368c703f8,Gatekeeper PPE App,Microsoft
5b20c633-9a48-4a5f-95f6-dae91879051f,Azure Information Protection,Microsoft
5b598b66-3f6c-40dc-81d7-47e859a91192,wiki.js,Microsoft
5bab4c7f-51c3-479b-a199-06b31afecc8f,Gatekeeper Prod App,Microsoft
5bbd7e75-c518-4980-8296-dcf58088e4e3,MultiTenantTest,Microsoft
5bdbebb2-509f-458e-b56e-d0b934dfdafa,DynamicsInstaller,Microsoft
5bfe8a29-054e-4348-9e7a-3981b26b125f,Bing Places for Business,Microsoft
5c17a0cf-5493-4b86-b23d-dabc1cc46f5a,Minit Desktop for Windows,Microsoft
5d21c8e8-6d68-4b62-a3a5-bc1900513fad,make.high.powerapps.us,Microsoft
5d661950-3475-41cd-a2c3-d671a3162bc1,Microsoft Outlook,Microsoft
5da7367f-09c8-493e-8fd4-638089cddec3,CABProvisioning,Microsoft
5e2795e3-ce8c-4cfb-b302-35fe5cd01597,Designer,Microsoft
5e3ce6c0-2b1f-4285-8d4b-75ee78787346,Microsoft Teams Web Client,Microsoft
5e5e43d4-54da-4211-86a4-c6e7f3715801,Azure Regional Service Manager,Microsoft
5e72ef24-048b-4aae-8fd6-8653ce2d6760,PowerPlatform-commondataserviceforapps-Connector,Microsoft
5ea2d1b0-1713-4069-a764-1be8f40a6210,EdX.org,Microsoft
600def3d-4cdb-465f-9dad-dce96b255d6a,DeflectionTest,Microsoft
601d4e27-7bb3-4dee-8199-90d47d527e1c,Office Change Management,Microsoft
60216f25-dbae-452b-83ae-6224158ce95e,Microsoft Dynamics CRM App for Outlook,Microsoft
603b8c59-ba28-40ff-83d1-408eee9a93e5,Verifiable Credentials Issuer Service,Microsoft
607e1f95-b519-4bac-8a15-6196f40e8977,StreamToSubstrateRepl,Microsoft
607ece82-f922-494f-88b8-30effaf12214,Azure Machine Learning Compute,Microsoft
60b2e7d5-a27f-426d-a6b1-acced0846fdf,IpAddressManager,Microsoft
60c8bde5-3167-4f92-8fdb-059f6176dc0f,Enterprise Roaming and Backup,Microsoft
60ca1954-583c-4d1f-86de-39d835f3e452,Radius Aad Syncer,Microsoft
60d240cc-7621-469e-80f1-584c53e9cafa,DYN365AISERVICEINSIGHTS,Microsoft
60e6cd67-9c8c-4951-9b3c-23c25a2169af,Compute Resource Provider,Microsoft
60f38cf4-a0bf-4fdf-b0b5-14d3131bc031,make.test.powerapps.com,Microsoft
618dd325-23f6-4b6f-8380-4df78026e39b,Microsoft 365 Admin portal,Microsoft
61a63147-3824-45f5-a186-ace3f4c9daeb,MsgDataMgmt,Microsoft
61ae9cd9-7bca-458c-affc-861e2f24ba3b,Windows Update for Business Deployment Service,Microsoft
61c28d8b-814f-4a57-9c7f-8cd0580aead2,Iris Provider EOP Web Service,Microsoft
61c50b89-703d-431d-8d80-1e8618748775,Azure Machine Learning OpenAI,Microsoft
61ccfc51-60d1-470a-9dca-f78fcf640d23,MicrosoftServiceCopilot-Prod,Microsoft
61d02d70-ab6c-4569-be48-787ea2cda65d,Dynamics 365 Analytics,Microsoft
6204c1d1-4712-4c46-a7d9-3ed63d992682,Microsoft Flow Portal,Microsoft
6208afad-753e-4995-bbe1-1dfd204b3030,Teams ACL management service,Microsoft
62b732f7-fc71-40bc-b27d-35efcb0509de,Microsoft Teams AadSync,Microsoft
62c559cd-db0c-4da0-bab2-972528c65d42,ACR-Tasks-Network,Microsoft
62fd1447-0ef3-4ab7-a956-7dd05232ecc1,Office Scripts Service,Microsoft
630e0ac2-6aa6-41bd-b950-5ade41828d3a,PowerAutomate-ProcessMining-DEV,Microsoft
637fcc9f-4a9b-4aaa-8713-a2a3cfda1505,Dynamics CRM Online Administration,Microsoft
63e61dc2-f593-4a6f-92b9-92e4d2c03d4f,Microsoft Intune SCCM Connector,Microsoft
63ea3c01-7483-456e-8073-d3fed34fbdda,Azure Container Scale Sets - CS2,Microsoft
644c1b11-f63f-45fa-826b-a9d2801db711,CompliancePolicy,Microsoft
64a7b174-5779-4506-b54c-fbb0d80f1c9b,CMAT,Microsoft
64f79cb9-9c82-4199-b85b-77e35b7dcbcb,Microsoft Teams Bots,Microsoft
655db33f-4580-4e63-bad1-4618764badb9,MicrosoftDynamics365MRGuidesCoreClient,Microsoft
65d91a3d-ab74-42e6-8a2f-0add61688c74,Microsoft Approval Management,Microsoft
6608bce8-e060-4e82-bfd2-67ed4f60262f,AML Inferencing Frontdoor,Microsoft
660d4be7-2665-497f-9611-a42c2668dbce,Microsoft Fluid Framework Preview,Microsoft
66244124-575c-4284-92bc-fdd00e669cea,IAMTenantCrawler,Microsoft
66375f6b-983f-4c2c-9701-d680650f588f,Microsoft Planner,Microsoft
6682cfa5-2710-44c9-adb8-5ac9d76e394a,MTS,Microsoft
66a88757-258c-4c72-893c-3e8bed4d6899,QueryFormulationService,Microsoft
66a88757-258c-4c72-893c-3e8bed4d6899,Office 365 Search Service,Microsoft
66c23536-2118-49d3-bc66-54730b057680,Skype Core Calling Service,Microsoft
67e3df25-268a-4324-a550-0de1c7f97287,Microsoft Office Web Apps Service,Microsoft
6872b314-67ab-4a16-98e7-a663b0f772c3,Office365 Shell SS-Server Default,Microsoft
69dda2a9-33ca-4ed0-83fb-a9b7b8973ff4,Azure Files,Microsoft
6a0a243c-0886-468a-a4c2-eff52c7445da,Application Insights Configuration Service,Microsoft
6a0ec4d3-30cb-4a83-91c0-ae56bc0e3d26,Azure Container Registry,Microsoft
6abc93dc-978e-48a3-8e54-458e593ed8cf,Customer Service Trial PVA - readonly,Microsoft
6b11041d-54a2-4c4f-96a2-6053efe46d8b,HoloLens Camera Roll Upload,Microsoft
6b3368c6-61d2-4a72-854c-42d1c4e71fed,Azure Cost Management Scheduled Actions,Microsoft
6b5b3617-ba00-46f6-8770-1849282a189a,Microsoft Defender For Cloud,Microsoft
6b91db1b-f05b-405a-a0b2-e3f60b28d645,M365AdminServices,Microsoft
6b91db1b-f05b-405a-a0b2-e3f60b28d645,M365 Admin Services,Microsoft
6bb8e274-af5d-4df2-98a3-4fd78b4cafd9,Azure Container Instance Service,Microsoft
6bc3b958-689b-49f5-9006-36d165f30e00,Teams CMD Services Artifacts,Microsoft
6bccf540-eb86-4037-af03-7fa058c2db75,Geneva Alert RP,Microsoft
6bf85cfa-ac8a-4be5-b5de-425a0d0dc016,Microsoft Entra AD Synchronization Service,Microsoft
6d057c82-a784-47ae-8d12-ca7b38cf06b4,Networking-MNC,Microsoft
6d0e3799-39d5-4bfe-b31e-182eb3a97892,MSXFAQGraphUser,Microsoft
6d32b7f8-782e-43e0-ac47-aaad9f4eb839,Permission Service O365,Microsoft
6da466b6-1d13-4a2c-97bd-51a99e8d4d74,Exchange Office Graph Client for AAD - Interactive,Microsoft
6e02f8e9-db9b-4eb5-aa5a-7c8968375f68,NetworkVerifier,Microsoft
6e2cffc9-52e7-4bfa-8155-be5c1dacd81c,Microsoft Defender for Cloud Defender Kubernetes Agent,Microsoft
6e7d203a-179d-4ae0-87da-a77dd8aa3135,CrmSalesInsightsRA,Microsoft
6e99704e-62d5-40f6-b2fe-90aafbe3a710,OCaaS Experience Management Service,Microsoft
6ea8091b-151d-447a-9013-6845b83ba57b,AD Hybrid Health,Microsoft
6eb29b24-9d89-4f26-bf2f-9a84ed2499b8,Common Data Service Global Discovery Service,Microsoft
6ec6a75c-d04e-4613-92da-069f88c74a13,Dynamics 365 Customer Insights Prod - CDS to Azure data lake,Microsoft
6f0478d5-61a3-4897-a2f2-de09a5a90c7f,WindowsUpdate-Service,Microsoft
6f459c5d-d670-409b-83a6-68b040f4cb78,Customer Experience Platform FRE PROD,Microsoft
6f7d0213-62b1-43a8-b7f4-ff2bb8b7b452,Dual-write,Microsoft
6f82282e-0070-4e78-bc23-e6320c5fa7de,Microsoft Discovery Service,Microsoft
703e2651-d3fc-48f5-942c-74274233dba8,Microsoft Dynamics ERP Microservices CDS,Microsoft
707be275-6b9d-4ee7-88f9-c0c2bd646e0f,Dynamic Alerts,Microsoft
709110f7-976e-4284-8851-b537e9bcb187,Microsoft Device Management Enrollment,Microsoft
71234da4-b92f-429d-b8ec-6e62652e50d7,Microsoft Customer Engagement Portal,Microsoft
71684101-1068-40b0-a0da-062710e1040d,Finance and Operations Runtime Integration User - TST Geo,Microsoft
71771190-1ba1-42da-9525-79a0e59aa677,Mvpexternalaccounts,Microsoft
719640cd-0337-4b0c-8e6a-431271371fab,make.test.powerapps.com,Microsoft
71a7c376-13e6-4100-968e-92ce98c5d3d2,Weve,Microsoft
7255edad-9269-44d0-b153-92ceffbf86fa,InsightsAppsPlatform,Microsoft
730d33da-0894-409f-a907-c577151719c5,Flow-RP,Microsoft
737d58c1-397a-46e7-9d12-7d8c830883c2,Azure Marketplace Container Management API,Microsoft
73a510c3-9946-46dd-b5ae-a8f0ae68fd04,Azure API Management Portal extension,Microsoft
73c2949e-da2d-457a-9607-fcc665198967,Azure Purview,Microsoft
74bcdadc-2fdc-4bb3-8459-76d06952a0e9,Microsoft Intune Web Company Portal,Microsoft
75513c96-801d-4559-830a-6754de13dd19,M365 Label Analytics,Microsoft
7557eb47-c689-4224-abcf-aef9bd7573df,Skype for Business,Microsoft
75cba773-c367-4ba4-8d4f-65f91b68c384,Grade Sync,Microsoft
75eb2b80-011a-4693-9a47-7971c853603c,make.powerpages.microsoft.com,Microsoft
75efb5bc-18a1-4e7b-8a66-2ad2503d79c6,Microsoft Teams Retail Service,Microsoft
765fe668-04e7-42ba-aec0-2c96f1d8b652,Exchange Office Graph Client for AAD - Noninteractive,Microsoft
76c92352-c057-4cc2-9b1e-f34c32bc58bd,Azure Container Registry Application,Microsoft
78462efa-e271-409c-a90b-ce3fbd93538a,Microsoft Teams Admin Gateway Service,Microsoft
789e8929-0390-42a2-8934-0f9dafb8ec89,Exchange Rbac,Microsoft
78e7bc61-0fab-4d35-8387-09a8d2f5a59d,Yggdrasil,Microsoft
794ded15-70c6-4bcd-a0bb-9b7ad530a01a,Microsoft Intune Advanced Threat Protection Integration,Microsoft
797f4846-ba00-4fd7-ba43-dac1f8f63013,Windows Azure Service Management API,Microsoft
79d7fb34-4bef-4417-8184-ff713af7a679,Azure Bastion,Microsoft
7a274595-3618-4e6f-b54e-05bb353e0153,Teams NRT DLP Service,Microsoft
7a575ec8-8d12-42eb-9edc-b93f3aa92c48,MicrosoftCrmDataSync@microsoft.com,Microsoft
7a7f0ba2-519f-49eb-9b86-1a967ba231f3,CatalogServiceTest,Microsoft
7ab7862c-4c57-491e-8a45-d52a7e023983,App Service,Microsoft
7abdc2e3-67d5-4ccf-8138-e133192788e3,MicrosoftFlowDoD,Microsoft
7b1eab0a-2e92-41ad-8800-ea860f3b093a,run.events,Microsoft
7b58f833-4438-494c-a724-234928795a67,Directory and Policy Cache,Microsoft
7bf610f7-ecaf-43a2-9dbc-33b14314d6fe,Microsoft.SecurityDevOps Resource Provider,Microsoft
7c33bfcb-8d33-48d6-8e60-dc6404003489,Network Watcher,Microsoft
7c4f9118-450a-4e75-b96b-df2d0cac4c0d,d365-dani-exceladdinprod,Microsoft
7c99d979-3b9c-4342-97dd-3239678fb300,Data Classification Service,Microsoft
7cd684f4-8a78-49b0-91ec-6a35d38739ba,Azure Logic Apps,Microsoft
7d3471e1-ec8b-4655-92f3-bb331362b5ae,Azure Storage Actions Resource Provider Service,Microsoft
7dcff627-a295-4553-9229-b1f3513f82a8,Power Platform Data Analytics,Microsoft
7df0a125-d3be-4c96-aa54-591f83ff541c,Microsoft Flow Service,Microsoft
7e313d81-57dd-4bdd-906e-337963583de3,Intune DeviceDirectory ConfidentialClient,Microsoft
7e3bc4fd-85a3-4192-b177-5b8bfc87f42c,Microsoft Azure Container Apps - Control Plane,Microsoft
7e468355-e4db-46a9-8289-8d414c89c43c,Federated Profile Service,Microsoft
7e9f2fca-0cd8-4a6c-a1a0-7ffe48aec7c6,Intune Remote Help,Microsoft
7f0d9978-eb2a-4974-88bd-f22a3006fe17,Intune DiagnosticService,Microsoft
7f15f9d9-cad0-44f1-bbba-d36650e07765,Azure Synapse Link for Dataverse,Microsoft
7f67af8a-fedc-4b08-8b4e-37c4d127b6cf,Power BI Desktop,Microsoft
7f98cb04-cd1e-40df-9140-3bf7e2cea4db,JDBC Client Driver,Microsoft
803ee9ca-3f7f-4824-bd6e-0b99d720c35c,Azure Media Service,Microsoft
80ccca67-54bd-44ab-8625-4b79c4dc7775,Protection Center,Microsoft
80dbdb39-4f33-4799-8b6f-711b5e3e61b6,Billing,Microsoft
810dcf14-1858-4bf2-8134-4c369fa3235b,AzureADIdentityGovernanceEntitlementManagement,Microsoft
810dcf14-1858-4bf2-8134-4c369fa3235b,Azure AD Identity Governance - Entitlement Management,Microsoft
81172f0f-5d81-47c7-96f6-49c58b60d192,Microsoft Defender for Cloud MultiCloud Onboarding,Microsoft
81473081-50b9-469a-b9d8-303109583ecb,Cortana Runtime Service,Microsoft
823dfde0-1b9a-415a-a35a-1ad34e16dd44,Microsoft Teams Wiki Images Migration,Microsoft
82f45fb0-18b4-4d68-8bed-9e44909e3890,Meeting Migration Service,Microsoft
8338dec2-e1b3-48f7-8438-20c30a534458,ViewPoint,Microsoft
83e638ef-7885-479f-bbe8-9150acccdb3d,CloudynAzureCollector,Microsoft
844cca35-0656-46ce-b636-13f48b0eecbd,Microsoft Stream Mobile Native,Microsoft
8463278f-7a65-4b3d-903c-5e66a2ad1164,Mix Tools API,Microsoft
84a0e9dd-6e58-4aad-82af-ebe485acd09d,Hubble Media Service,Microsoft
84e37c07-7362-4d9f-b4b1-09be02be0195,DAMS PROD CL,Microsoft
8578e004-a5c6-46e7-913e-12f58912df43,Power Platform API,Microsoft
870c4f2e-85b6-4d43-bdda-6ed9a579b725,Microsoft Information Protection Sync Service,Microsoft
871c010f-5e61-4fb1-83ac-98610a7e9110,MicrosoftPowerBI,Microsoft
87223343-80b1-4097-be13-2332ffa1d666,Outlook Web App Widgets,Microsoft
872cd9fa-d31f-45e0-9eab-6e460a02d1f1,Visual Studio,Microsoft
87684a6d-f115-436c-a231-6a4d08eb01a6,Dynamics 365 CCA Data analytics Prod - CDS to Azure data lake,Microsoft
87749df4-7ccf-48f8-aa87-704bad0e0e16,Microsoft Teams - Device Admin Agent,Microsoft
87e86b91-9ae3-4679-b68a-471fe50be746,Microsoft Managed Policy Manager,Microsoft
883d98cb-7d92-43b7-a194-07e51a2fa5bb,Media Recording for Dynamics 365 Sales - TIP,Microsoft
886d9650-b672-4531-b16f-4617b5492d2f,AppDeploymentOrchestration,Microsoft
88884730-8181-4d82-9ce2-7d5a7cc7b81e,SharePoint Notification Service,Microsoft
88c57617-94ff-4043-a396-8a85a8d38922,Business Central to Common Data Service,Microsoft
8909aac3-be91-470c-8a0b-ff09d669af91,Microsoft Parature Dynamics CRM,Microsoft
89b4a753-031a-4c47-95aa-168ce8418c8a,Mover OneDrive Single User,Microsoft
89bee1f7-5e6e-4d8a-9f3d-ecd601259da7,Office365 Shell WCSS-Client,Microsoft
89e9c2d3-7281-441d-922a-f067e03ba840,Skype and Teams Real Time Telemetry,Microsoft
8a486a0a-d2af-4811-b9c1-2174c712804a,MastDiagnosticsApp,Microsoft
8a753eec-59bc-4c6a-be91-6bf7bfe0bcdf,Teams Application Gateway,Microsoft
8acd33ea-7197-4a96-bc33-d7cc7101262f,Samsung Email,Microsoft
8ad75a3e-ae97-457c-baab-65bd5c95389f,BAGSolutionsInstallerTest,Microsoft
8ae6a0b1-a07f-4ec9-927a-afb8d39da81c,Microsoft Device Management EMM API,Microsoft
8b3391f4-af01-4ee8-b4ea-9871b2499735,O365 Secure Score,Microsoft
8b62382d-110e-4db8-83a6-c7e8ee84296a,AI Builder Prod - CDS to Azure data lake,Microsoft
8b62382d-110e-4db8-83a6-c7e8ee84296a,PowerAI,Microsoft
8b66798c-a359-423d-8d71-567ee6da1016,Dynamics 365 Customer Insights - Consent - DEV,Microsoft
8bbf8725-b3ca-4468-a217-7c8da873186e,DeploymentScheduler,Microsoft
8bdebf23-c0fe-4187-a378-717ad86f6a53,ResourceHealthRP,Microsoft
8bea2130-23a1-4c09-acfb-637a9fb7c157,M365 Pillar Diagnostics Service API,Microsoft
8c04f0eb-27fc-44cc-9e48-914b9202890a,ApolloProdFirstParty,Microsoft
8c1a9936-578e-4d13-9bd9-9afe53ef7de8,Finance Copilot,Microsoft
8c420feb-03df-47cc-8a05-55df0cf3064b,AzureUpdateCenter,Microsoft
8c59ead7-d703-4a27-9e55-c96a0054c8d2,My Profile,Microsoft
8c8fbf21-0ef3-4f60-81cf-0df811ff5d16,Power Query Online GCC-L5,Microsoft
8cae6e77-e04e-42ce-b5cb-50d82bce26b1,Microsoft Policy Insights Provider Data Plane,Microsoft
8d25f88c-09fe-41eb-9ee1-0545adf985df,Dynamics 365 Field Service,Microsoft
8d3a7d3c-c034-4f19-a2ef-8412952a9671,Microsoft Office Licensing Service,Microsoft
8d605dfc-1a04-4da6-9be2-8426724af3f3,Power Platform Authorization Service PROD,Microsoft
8dc29313-29fc-4049-9e83-4abc54578e26,PowerShell Gallery [PROD],Microsoft
8e0e8db5-b713-4e91-98e6-470fed0aa4c2,Microsoft Azure Signup Portal,Microsoft
8e14e873-35ba-4720-b787-0bed94370b17,Microsoft Teams Targeting Application,Microsoft
8edd93e1-2103-40b4-bd70-6e34e586362d,Windows Azure Security Resource Provider,Microsoft
8ee8fdad-f234-4243-8f3b-15c294843740,Microsoft Threat Protection,Microsoft
8f348934-64be-4bb2-bc16-c54c96789f43,EDU Assignments,Microsoft
8f41dc7c-542c-4bdd-8eb3-e60543f607ca,Microsoft Device Directory Service,Microsoft
8fca0a66-c008-4564-a876-ab3ae0fd5cff,Microsoft.SMIT,Microsoft
905fcf26-4eb7-48a0-9ff0-8dcc7194b5ba,Sway,Microsoft
90f610bf-206d-4950-b61d-37fa6fd1b224,Aadrm Admin Powershell,Microsoft
913c6de4-2a4a-4a61-a9ce-945d2b2ce2e0,Dynamics Lifecycle services,Microsoft
914ed757-9257-4200-b68e-a2bed2f12c5a,RbacBackfill,Microsoft
914fed76-dc75-4540-bf23-57624291b0ec,M365AdminSettingsService,Microsoft
918d0db8-4a38-4938-93c1-9313bdfe0272,asmcontainerimagescanner,Microsoft
9199bf20-a13f-4107-85dc-02114787ef48,MS Outlook Web App (newu),Microsoft
9199bf20-a13f-4107-85dc-02114787ef48,One Outlook Web,Microsoft
91a53dc4-b25b-482c-8e83-8d7ac7065b17,CCM_Pricing_PROD,Microsoft
91ad134d-5284-4adc-a896-d7fd24e9fa15,Microsoft Alchemy Service,Microsoft
92207c39-ad77-48ae-bb98-83241cc9ff9b,MSXFAQ ConsentSpam,Microsoft
925eb0d0-da50-4604-a19f-bd8de9147958,Groupies Web Service,Microsoft
92876b03-76a3-4da8-ad6a-0511ffdf8647,ComplianceWorkbenchApp,Microsoft
929cb005-cba1-40c4-a962-ef441029cb6c,make.gov.powerpages.microsoft.us,Microsoft
9315aedd-209b-43b3-b149-2abff6a95d59,PowerVirtualAgentsUSGovGCC,Microsoft
934d626a-1ead-4a36-a77d-12ec63b87a0d,Microsoft Rights Management Services Default,Microsoft
93625bc8-bfe2-437a-97e0-3d0060024faa,Microsoft password reset service,Microsoft
9362bc14-3e81-4ef9-8b77-f1c40afe68e0,apps.powerapps.com,Microsoft
939fe80f-2eef-464f-b0cf-705d254a2cf2,Power Query Online GCC-L2,Microsoft
93bd1aa4-c66b-4587-838c-ffc3174b5f13,Power Platform Global Discovery Service,Microsoft
944861d3-5975-4f8b-afd4-3422c0b1b6ce,Customer Service Trial PVA,Microsoft
9449a792-6831-40e2-9097-29dbc6dd4753,Arc Public Cloud - Networking,Microsoft
944f0bd1-117b-4b1c-af26-804ed95e767e,Media Analysis and Transformation Service,Microsoft
945d3a88-db20-40bd-a9e3-8f2383a17c88,make.powerpages.microsoft.com,Microsoft
94c63fef-13a3-47bc-8074-75af8c65887a,Office Delve,Microsoft
95813a7c-0efb-4173-a866-c2079e02378a,MMD Intune Partner Sync,Microsoft
959678cf-d004-4c22-82a6-d2ce549a58b8,Microsoft_Azure_Support,Microsoft
95de633a-083e-42f5-b444-a4295d8e9314,Microsoft Whiteboard Services,Microsoft
96ff4394-9197-43aa-b393-6a41652e21f8,ccibotsprod,Microsoft
96ff4394-9197-43aa-b393-6a41652e21f8,Power Virtual Agents,Microsoft
978877ea-b2d6-458b-80c7-05df932f3723,Microsoft Teams AuditService,Microsoft
978b42f5-e03a-4695-b8df-454959d032c8,BAP,Microsoft
978b42f5-e03a-4695-b8df-454959d032c8,BAP CDS Application,Microsoft
97d27433-255e-498c-a280-0cbc9aee407e,GlobalDiscoService2,Microsoft
981f26a1-7f43-403b-a875-f8b09b8cd720,Azure Multi-Factor Auth Client,Microsoft
982bda36-4632-4165-a46a-9863b1bbcf7d,O365 Demeter,Microsoft
9856e8dd-37b6-4749-a54b-8f6503ea93b7,PrcessSimpleGCCHigh,Microsoft
98c8388a-4e86-424f-a176-d1288462816f,OfficeFeedProcessors,Microsoft
98db8bd6-0cc0-4e67-9de5-f187f1cd1b41,Microsoft Substrate Management,Microsoft
99335b6b-7d9d-4216-8dee-883b26e0ccf7,Power Platform Dataflows Common Data Service Client,Microsoft
996def3d-b36c-4153-8607-a6fd3c01b89f,Project Madeira,Microsoft
996def3d-b36c-4153-8607-a6fd3c01b89f,Dynamics 365 Business Central,Microsoft
997dc448-eeab-4c93-8811-6b2c80196a16,CCM TAGS,Microsoft
99ff962b-6252-4b98-8478-0c65a3ea1925,InsightsAppsPlatform,Microsoft
9a375489-421a-4af5-9f4a-3dd5a8f7b0d8,APIHub-Connectors-GCC_notUsed,Microsoft
9b06ebd4-9068-486b-bdd2-dac26b8a5a7a,Microsoft.DynamicsMarketing,Microsoft
9ba1a5c7-f17a-4de9-a1f1-6178c8d51223,Microsoft Intune Company Portal,Microsoft
9bb724a5-4639-438c-969b-e184b2b1e264,KaizalaActionsPlatform,Microsoft
9bc3ab49-b65d-410a-85ad-de819febfddc,Microsoft SharePoint Online Management Shell,Microsoft
9c0b0a7a-dbd4-4341-90ff-1198fd103c30,DC01,Microsoft
9c60a40b-b5c5-4d01-8588-776209c80db3,Search Federation Connector - Dataverse,Microsoft
9cb77803-d937-493e-9a3b-4b49de3f5a74,Microsoft Intune Service Discovery,Microsoft
9cd0f7df-8b1a-4e54-8c0c-0ef3a51116f6,DirectoryLookupService,Microsoft
9cdead84-a844-4324-93f2-b2e6bb768d07,Azure Virtual Desktop,Microsoft
9cee029c-6210-4654-90bb-17e6e9d36617,Power Platform CLI - pac,Microsoft
9d06afd9-66c9-49a6-b385-ea7509332b0b,O365SBRM Service,Microsoft
9d827643-d003-4cca-9dc8-71213a8f1644,Workplace Analytics,Microsoft
9d8f559b-5984-46a4-902a-ad4271e83efa,Power Virtual Agents Service,Microsoft
9e133cac-5238-4d1e-aaa0-d8ff4ca23f4e,Conferencing Virtual Assistant,Microsoft
9e3b502c-b4a1-441d-98fd-28e482bf7e88,Dynamics 365 Customer Insights - Consent,Microsoft
9e4a5442-a5c9-4f6f-b03f-5b9fcaaf24b1,OfficeServicesManager,Microsoft
9e5d84af-8971-422f-968a-354cd675ae5b,ComplianceAuthServer,Microsoft
9e6d7425-da52-4c9d-a3bf-48ce4670f9ef,Prod M365FLWPService FirstRelease,Microsoft
9ea1ad79-fdb6-4f9a-8bc3-2b70f96e34c7,Bing,Microsoft
9f4bb91b-347a-47ab-aba4-06db0dcb89e3,Unify Portal Prod,Microsoft
9f6c88b7-0272-4581-a75a-ec0340824ed1,PTSS,Microsoft
9fcb3732-5f52-4135-8c08-9d4bbaf203ea,Microsoft Azure BatchAI,Microsoft
a0551534-cfc9-4e1f-9a7a-65093b32bb38,AzureLockbox,Microsoft
a0be0c72-870e-46f0-9c49-c98333a996f7,AzureDnsFrontendApp,Microsoft
a0fe4328-8965-437b-a350-cf71409d002f,Cloud for Nonprofit Installer,Microsoft
a12e8ccb-0fcd-46f8-b6a1-b9df7a9d7231,Azure Arc Data Processing Services,Microsoft
a164aee5-7d0a-46bb-9404-37421d58bdf7,Microsoft Teams AuthSvc,Microsoft
a1b76039-a76c-499f-a2dd-846b4cc32627,Azure Key Vault Managed HSM Key Governance Service,Microsoft
a25dbca8-4e60-48e5-80a2-0664fdb5c9b6,Microsoft.MileIQ,Microsoft
a2e5d98b-c0e5-4191-b4ae-f6aa7e469ede,commerce-copilot-firstpartyappid,Microsoft
a303894e-f1d8-4a37-bf10-67aa654a0596,Compute Usage Provider,Microsoft
a306baf0-5ad8-4f6f-babf-6a286b0142ba,Azure Data Factory,Microsoft
a3747411-ce7c-4888-9ddc-3a230786ca19,Azure Container Registry - Dataplane,Microsoft
a3dfc3c6-2c7d-4f42-aeec-b2877f9bce97,Microsoft Azure AD Identity Protection,Microsoft
a47591ab-e23e-4ffa-9e1b-809b9067e726,Microsoft Teams User Profile Search Service,Microsoft
a4b559be-784e-49ec-9b63-7208442255e1,PowerApps Fairfax,Microsoft
